open_time,open,high,low,close,volume,quote_asset_vol,trade_num,taker_buy_base_vol,taker_buy_quote_vol
2024-01-18 09:00:00,2.498,2.498,2.031,2.1708,176209855.6,380838815.78161,2230280.0,88168074.3,190658133.84645
2024-01-19 09:00:00,2.1706,2.586,2.0928,2.3176,303768573.2,695207594.76627,4338964.0,150660756.9,344973834.06468
2024-01-20 09:00:00,2.318,2.473,2.1529,2.2675,107312660.1,245684516.09258,1682141.0,52031952.1,119278505.80701
2024-01-21 09:00:00,2.2672,2.6885,2.1918,2.6702,374088188.5,879806405.8088499,3463677.0,188329895.7,443003194.51665
2024-01-22 09:00:00,2.6702,2.7997,2.3239,2.4376,269953399.3,679572106.34028,3925470.0,131789340.7,331890255.738
2024-01-23 09:00:00,2.4374,2.6467,2.201,2.6308,208283330.3,499739970.58173,3326311.0,101671666.4,244161484.33515
2024-01-24 09:00:00,2.6304,3.2841,2.4761,3.2452,361913515.5,1052284958.2555,4911948.0,183238416.0,533341134.84935
2024-01-25 09:00:00,3.2467,3.335,2.8565,2.9776,319098521.8,983864097.91002,4429655.0,158246427.2,488264315.70125
2024-01-26 09:00:00,2.9774,3.5179,2.8351,3.4825,223256900.5,705724430.39475,3045337.0,111495633.6,352754705.57075
2024-01-27 09:00:00,3.4825,3.8471,3.3307,3.6058,235175164.9,845247026.47828,3027381.0,117753940.1,423459722.54352
2024-01-28 09:00:00,3.6066,3.899,3.4005,3.4777,182574738.2,658217610.37419,2587312.0,89853550.7,324187264.85432
2024-01-29 09:00:00,3.4777,3.819,3.4447,3.7048,152793167.1,562483840.67117,2418795.0,74834562.3,275549081.8287
2024-01-30 09:00:00,3.7045,3.7904,3.3232,3.3732,122614075.9,436365793.12015,2048084.0,57705929.8,205549123.49375
2024-01-31 09:00:00,3.3731,3.4631,3.01,3.0321,166002523.2,533595289.65265,2365787.0,79568333.6,255987057.74636
2024-02-01 09:00:00,3.0325,3.2,2.88,3.0338,135976774.5,414608476.98664,1941774.0,66730369.9,203544983.86244
2024-02-02 09:00:00,3.0339,3.1057,2.9209,3.0329,91974924.0,277249467.1958,1434930.0,44205568.0,133315617.16184
2024-02-03 09:00:00,3.0328,3.0796,2.8517,2.8802,80133829.7,236935326.6175,1254812.0,37789805.0,111778281.24899
2024-02-04 09:00:00,2.8802,2.8805,2.6027,2.6197,114157540.1,311555378.48185,1523800.0,52606579.2,143585413.47299
2024-02-05 09:00:00,2.6198,2.8548,2.486,2.7295,161572961.5,435878546.38322,1828159.0,78976012.3,213108848.90211
2024-02-06 09:00:00,2.7294,2.7294,2.5771,2.591,86861947.0,230305421.61019,1206457.0,41792239.7,110859371.52526
2024-02-07 09:00:00,2.5909,2.8179,2.5337,2.7474,84828469.2,226340705.1999,1199518.0,40881717.8,109121781.29797
2024-02-08 09:00:00,2.7475,2.9673,2.7045,2.7139,97757238.2,275890295.18323,1342539.0,47150278.6,133105139.59308
2024-02-09 09:00:00,2.7139,2.8464,2.71,2.7925,66546643.1,184427066.97887,1085782.0,31723750.4,87923121.10648
2024-02-10 09:00:00,2.7925,2.98,2.792,2.832,70661153.7,203908208.66645,1130324.0,33289462.4,96093310.0888
2024-02-11 09:00:00,2.832,3.0398,2.823,2.8538,64528494.3,188152598.81322,998654.0,30406200.9,88667518.42934
2024-02-12 09:00:00,2.8535,2.9538,2.7015,2.8734,80102839.2,225046735.04858,1087328.0,37487675.1,105341210.87315
2024-02-13 09:00:00,2.8734,2.9229,2.6253,2.7666,62068544.5,172812784.8248,852751.0,28835339.9,80306111.59426
2024-02-14 09:00:00,2.7667,3.148,2.715,3.123,112643112.6,331077425.98791,1414670.0,53171740.2,156332848.72182
2024-02-15 09:00:00,3.1229,3.1745,2.9253,2.9919,86538902.7,263862588.5029,1208510.0,40706211.7,124177731.87132
2024-02-16 09:00:00,2.992,3.0837,2.868,2.9671,77341915.2,230708757.64192,973050.0,36606362.9,109236546.31385
2024-02-17 09:00:00,2.9672,3.0228,2.765,2.9143,60735057.3,175069110.94611,816562.0,28124360.5,81093609.82292
2024-02-18 09:00:00,2.9143,3.1054,2.8711,2.982,76379806.8,229286703.15106,1082476.0,35541037.8,106757145.51518
2024-02-19 09:00:00,2.982,3.2737,2.9685,3.1349,103211576.2,320739046.3574,1435316.0,49279252.8,153139715.96194
2024-02-20 09:00:00,3.1349,3.2549,2.9149,3.1128,129270070.1,398320699.9509,1818989.0,61164205.4,188566824.29325
2024-02-21 09:00:00,3.1128,3.2476,2.9628,3.2033,172335514.2,535328697.87204,2692183.0,83475039.4,259320456.3582
2024-02-22 09:00:00,3.2032,3.4788,3.07,3.246,121134769.4,397877889.97551,1918884.0,58301161.5,191579220.15653
2024-02-23 09:00:00,3.2459,3.3273,2.9257,2.9681,89729271.1,277161585.33423,1584936.0,41647436.5,128741140.33501
2024-02-24 09:00:00,2.968,3.0295,2.7637,2.9685,62369198.3,181706665.61897,989323.0,28778334.4,83874286.82642
2024-02-25 09:00:00,2.9687,3.0462,2.9227,2.948,46229519.7,137728130.07641,876410.0,21986429.4,65517366.06925
2024-02-26 09:00:00,2.9481,3.0646,2.8559,3.0458,66077826.1,196203223.74463,1106391.0,30790026.2,91439938.46847
2024-02-27 09:00:00,3.0457,3.0749,2.8251,2.9085,97494684.7,287904669.12386,1594125.0,45369620.6,133995049.79316
2024-02-28 09:00:00,2.9084,2.993,2.1212,2.682,117742452.7,326916256.9324,1716974.0,51948061.0,144566654.87864
2024-02-29 09:00:00,2.682,2.913,2.5601,2.6635,92566033.2,254242429.59563,1373449.0,42988407.6,118192003.71396
2024-03-01 09:00:00,2.6635,2.8088,2.6599,2.7833,44841216.7,122668115.58576,703487.0,21172411.3,57927504.67319
2024-03-02 09:00:00,2.7833,2.9207,2.7404,2.9139,50666527.0,142676349.40886,813875.0,23919836.7,67386134.94379
2024-03-03 09:00:00,2.9139,3.0339,2.65,2.8482,71413996.1,206454990.46955,1167423.0,34036118.6,98460232.92993
2024-03-04 09:00:00,2.8483,2.9031,2.671,2.7444,54469013.4,151709512.28573,835503.0,25389212.2,70745404.76958
2024-03-05 09:00:00,2.7444,3.1629,2.3431,2.8041,160655673.0,465358738.97106,2459784.0,75672748.1,219471886.3597
2024-03-06 09:00:00,2.804,3.1528,2.7816,3.1505,101264837.4,302001526.69676,1703830.0,48954538.9,146033670.61289
2024-03-07 09:00:00,3.1505,3.6475,3.041,3.4669,116507150.5,399993771.07255,2032457.0,56325702.5,193441678.03608
2024-03-08 09:00:00,3.4672,3.6706,3.235,3.5364,74754220.0,261322185.50513,1299889.0,36021030.0,126041129.14016
2024-03-09 09:00:00,3.5364,3.75,3.4706,3.575,43294017.8,156248595.9648,840091.0,21038804.5,75911789.56813
2024-03-10 09:00:00,3.5755,3.7,3.3211,3.5017,40912338.0,143889602.11981,809606.0,18950344.1,66704932.73856
2024-03-11 09:00:00,3.5021,4.0176,3.2789,3.8621,61287880.6,224096556.7009,1246524.0,29412821.7,107634328.81092
2024-03-12 09:00:00,3.8627,4.088,3.5415,3.9348,73827433.1,279545959.10846,1441210.0,35485085.5,134437489.78745
2024-03-13 09:00:00,3.9348,4.048,3.711,3.7449,43627313.0,168365585.08128,862772.0,20849108.1,80408901.06325
2024-03-14 09:00:00,3.7446,3.837,3.3547,3.6078,50333155.5,179732702.19803,1046317.0,23364122.1,83500022.33807
