open_time,open,high,low,close,volume,quote_asset_vol,trade_num,taker_buy_base_vol,taker_buy_quote_vol
2022-09-09 09:00:00,0.4728,0.4874,0.3663,0.4293,408839462.0,176537841.2455,735845.0,201542493.0,87116896.1552
2022-09-10 09:00:00,0.4292,0.5069,0.4101,0.4354,724138181.0,325514384.2907,995597.0,345302678.0,155478679.8399
2022-09-11 09:00:00,0.4355,0.4722,0.3892,0.4328,713254363.0,302583283.9104,703729.0,343291963.0,145769399.8901
2022-09-12 09:00:00,0.4328,0.4362,0.2928,0.2994,1216339509.0,431702423.4688,995157.0,591094153.0,209890614.7859
2022-09-13 09:00:00,0.2995,0.3942,0.2894,0.3576,1718744020.0,604768642.5799,1392364.0,839946229.0,295619846.9525
2022-09-14 09:00:00,0.3578,0.3743,0.2506,0.2993,1902746932.0,574832095.867,1315474.0,956009680.0,288500866.7206
2022-09-15 09:00:00,0.2992,0.2994,0.2402,0.2587,1422717553.0,378648646.0326,864487.0,721827371.0,192136502.2801
2022-09-16 09:00:00,0.2586,0.335,0.2551,0.3038,2580689340.0,759351904.2346,1582782.0,1312174471.0,386306382.144
2022-09-17 09:00:00,0.3038,0.3298,0.2852,0.3086,1519744915.0,469342213.8468,963113.0,764108314.0,236076604.501
2022-09-18 09:00:00,0.3087,0.3224,0.2643,0.2718,1167927813.0,342653083.8658,707865.0,569970608.0,167390272.1536
2022-09-19 09:00:00,0.2719,0.3218,0.2627,0.311,1764861229.0,526025009.8583,939153.0,887674769.0,264598087.0065
2022-09-20 09:00:00,0.311,0.312,0.283,0.3011,1091644488.0,324257347.1378,647678.0,538557531.0,160039965.4214
2022-09-21 09:00:00,0.3011,0.3093,0.2582,0.2825,1411707794.0,402357589.2956,864325.0,692358711.0,197427234.1164
2022-09-22 09:00:00,0.2825,0.2903,0.2641,0.2761,756965389.0,210094898.4927,459084.0,372107450.0,103347245.3593
2022-09-23 09:00:00,0.2761,0.2837,0.2168,0.2561,1740270547.0,443240890.233,876386.0,854050606.0,217480335.7619
2022-09-24 09:00:00,0.2561,0.268,0.2211,0.2255,943182118.0,229704598.0336,481185.0,457363535.0,111490391.072
2022-09-25 09:00:00,0.2255,0.241,0.179,0.1965,1783837740.0,385240210.6448,793364.0,875469875.0,189169308.2589
2022-09-26 09:00:00,0.1964,0.327,0.1813,0.3096,8341125569.0,2326569849.8176,4148463.0,4244562174.0,1183891695.2418
2022-09-27 09:00:00,0.3097,0.3131,0.265,0.2774,3814167909.0,1090746451.6606,1809515.0,1915878560.0,548002558.6446
2022-09-28 09:00:00,0.2774,0.2965,0.2574,0.2746,3076742084.0,848741941.7426,1282386.0,1532069342.0,422751075.5516
2022-09-29 09:00:00,0.2746,0.2876,0.27,0.2823,1717838556.0,476566321.3079,718500.0,860005606.0,238670613.0032
2022-09-30 09:00:00,0.2822,0.3088,0.278,0.3028,2498453441.0,739056245.8685,1042330.0,1273384233.0,376747022.662
2022-10-01 09:00:00,0.3028,0.3528,0.2898,0.3351,2037280983.0,628283230.2991,856600.0,1036337105.0,319879542.8831
2022-10-02 09:00:00,0.3351,0.3725,0.3218,0.3326,3872631891.0,1320196580.3603,1768468.0,1945121462.0,663426234.8372
2022-10-03 09:00:00,0.3325,0.349,0.2956,0.3109,3296921682.0,1060274059.648,1590277.0,1628696422.0,524020721.4923
2022-10-04 09:00:00,0.3109,0.3218,0.298,0.3068,1906094109.0,591898955.561,826759.0,935406930.0,290579868.4504
2022-10-05 09:00:00,0.3068,0.316,0.2884,0.3002,1562555461.0,472756246.1948,647757.0,755337832.0,228619946.2618
2022-10-06 09:00:00,0.3003,0.306,0.28,0.2852,1130463047.0,332193199.6587,484037.0,546051815.0,160530996.0663
2022-10-07 09:00:00,0.2852,0.3043,0.2815,0.289,1430132557.0,418093624.6018,610726.0,701659914.0,205202098.9119
2022-10-08 09:00:00,0.2889,0.2977,0.2841,0.2944,959178542.0,279227184.7591,374531.0,471536287.0,137305441.9909
2022-10-09 09:00:00,0.2944,0.3093,0.2906,0.306,1270890253.0,378432071.3675,485765.0,625637221.0,186388103.0844
2022-10-10 09:00:00,0.306,0.3165,0.282,0.2876,1972374974.0,595520880.4022,735063.0,960389216.0,290196570.0825
2022-10-11 09:00:00,0.2876,0.2925,0.2611,0.2801,1981591802.0,555403628.4371,820946.0,965510893.0,270690317.1716
2022-10-12 09:00:00,0.2802,0.3029,0.2778,0.2864,1425635747.0,411022451.4634,592295.0,704956232.0,203294604.5561
